"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.29138771876043,16.243631,2.3739965,1027.1625,-0.015281437,"37",0.081656545,0.035672143,16.243631
-1.24351752616843,18.588844,2.456455,1027.1749,-0.010402645,"37",0.081656545,0.02513315,16.243631
-1.19431589170326,20.904655,2.4381351,1027.1869,-0.011737026,"37",0.081656545,0.019013308,16.243631
-1.14410439227958,23.113285,2.4219265,1027.1979,-0.011877267,"37",0.081656545,0.02409867,16.243631
-1.09471626938383,25.300762,2.4054635,1027.2086,-0.012476065,"37",0.081656545,0.015582312,16.243631
-1.04925677791456,27.373571,2.3978176,1027.219,-0.01139294,"37",0.081656545,0.026935829,16.243631
-1.01073202061554,29.437092,2.4606469,1027.2294,-0.013863555,"37",0.081656545,0.031577975,16.243631
-0.980688237030972,31.552162,2.5423429,1027.24,-0.015452903,"37",0.081656545,0.023468517,16.243631
-0.958675010040806,33.661301,2.613698,1027.2506,-0.011961794,"37",0.081656545,0.013236343,16.243631
-0.942631995916352,35.837898,2.6867635,1027.2617,-0.011898522,"37",0.081656545,0.01685163,16.243631
-0.929846481761112,38.022621,2.7025046,1027.2727,-0.012015467,"37",0.081656545,0.018909335,16.243631
-0.91805034239895,40.164154,2.7065895,1027.2834,-0.012338849,"37",0.081656545,0.021257084,16.243631
-0.906264605199131,42.318504,2.7103207,1027.2943,-0.012243129,"37",0.081656545,0.017243756,16.243631
-0.895017808219035,44.432697,2.7140768,1027.3049,-0.011718001,"37",0.081656545,0.017963696,16.243631
-0.88572230679596,46.542622,2.7420576,1027.3154,-0.013946117,"37",0.081656545,0.016055595,16.243631
-0.879494169173389,48.68541,2.7680874,1027.3262,-0.012055036,"37",0.081656545,0.020601716,16.243631
