"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-0.973023449087914,21.841515,2.5483518,1027.1915,-0.011438385,"39",0.081656545,0.018745674,21.841515
-0.949364324253239,23.9501,2.5737278,1027.2019,-0.011540176,"39",0.081656545,0.018750703,21.841515
-0.931016812291037,26.019459,2.5696909,1027.2122,-0.013561602,"39",0.081656545,0.018218976,21.841515
-0.915229192196027,28.069685,2.5807571,1027.2224,-0.012236078,"39",0.081656545,0.016605811,21.841515
-0.899518139695302,30.108221,2.5903807,1027.2327,-0.010016737,"39",0.081656545,0.012899788,21.841515
-0.882522315425599,32.117298,2.6086481,1027.2428,-0.011959626,"39",0.081656545,0.016990578,21.841515
-0.864269871547752,34.13905,2.6434381,1027.2531,-0.011685616,"39",0.081656545,0.020765953,21.841515
-0.845749990868623,36.137127,2.6781416,1027.2632,-0.012702155,"39",0.081656545,0.017928382,21.841515
-0.828071323982369,38.145206,2.7316456,1027.2733,-0.011898166,"39",0.081656545,0.016001858,21.841515
-0.811700868636948,40.159416,2.8025212,1027.2834,-0.011249664,"39",0.081656545,0.018204574,21.841515
-0.796176636179357,42.220951,2.8647611,1027.2938,-0.012755541,"39",0.081656545,0.019461028,21.841515
-0.780407795827099,44.260452,2.8979514,1027.3041,-0.010641506,"39",0.081656545,0.021122856,21.841515
-0.763430280061249,46.289753,2.9133399,1027.3142,-0.014685433,"39",0.081656545,0.026315263,21.841515
-0.745274248171282,48.290142,2.9322524,1027.3242,-0.010888365,"39",0.081656545,0.019594114,21.841515
