"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.10276366840551,11.357984,2.1533349,1027.1244,-0.012994813,"70",0.081656545,0.01711599,11.357984
-1.06369429856669,13.238716,2.1672535,1027.1398,-0.011921497,"70",0.081656545,0.020719053,11.357984
-1.0318628091359,15.144489,2.2235589,1027.1559,-0.013167582,"70",0.081656545,0.016016439,11.357984
-1.00394529036586,17.058689,2.251457,1027.1669,-0.01231636,"70",0.081656545,0.016453305,11.357984
-0.976584095294908,18.942739,2.2803516,1027.1769,-0.013254534,"70",0.081656545,0.0174517,11.357984
-0.946059473501418,20.829847,2.3180594,1027.1865,-0.011475686,"70",0.081656545,0.015915893,11.357984
-0.909467581082513,22.708738,2.3748927,1027.1958,-0.012217472,"70",0.081656545,0.01778627,11.357984
-0.866247067790874,24.572495,2.4302192,1027.2051,-0.011296868,"70",0.081656545,0.016524851,11.357984
-0.81868394842747,26.409214,2.5100572,1027.2141,-0.012433168,"70",0.081656545,0.018005006,11.357984
-0.77091189569931,28.231319,2.6000586,1027.2233,-0.012063638,"70",0.081656545,0.015593071,11.357984
-0.726994437530765,30.030638,2.6865513,1027.2323,-0.011367491,"70",0.081656545,0.017576702,11.357984
-0.689243663941828,31.797634,2.7305036,1027.2412,-0.019693794,"70",0.081656545,0.033664666,11.357984
-0.657702911457828,33.490356,2.7740538,1027.2498,-0.005461558,"70",0.081656545,0.025463363,11.357984
-0.630885089742894,35.181526,2.8574126,1027.2584,-0.01100394,"70",0.081656545,0.014201681,11.357984
-0.607074103810003,36.861423,2.8649502,1027.2668,-0.012074188,"70",0.081656545,0.017067693,11.357984
-0.585328715046848,38.440666,2.8599043,1027.2748,-0.004557124,"70",0.081656545,0.018453788,11.357984
-0.565730185983401,40.00869,2.8551466,1027.2827,-0.011124797,"70",0.081656545,0.01959951,11.357984
-0.548957763857953,41.494141,2.7979581,1027.2902,-0.00914334,"70",0.081656545,0.01892793,11.357984
