"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.10391628384353,12.239023,2.0662484,1027.1311,-0.016836878,"61",0.081656545,0.037831642,12.239023
-1.0395886312429,14.006683,2.0556097,1027.1467,-0.00709897,"61",0.081656545,0.021681743,12.239023
-0.986752313703857,15.77165,2.0998983,1027.1599,-0.013282862,"61",0.081656545,0.02214577,12.239023
-0.947308710366826,17.503731,2.127167,1027.1692,-0.007203333,"61",0.081656545,0.027158417,12.239023
-0.919681544571157,19.220406,2.1315899,1027.1783,-0.009688193,"61",0.081656545,0.026228193,12.239023
-0.90117463168837,20.888283,2.1322188,1027.1869,-0.022300331,"61",0.081656545,0.042907551,12.239023
-0.8891855461774,22.557878,2.1618626,1027.1951,-0.008091166,"61",0.081656545,0.019359201,12.239023
-0.881124952466575,24.247398,2.1696963,1027.2034,-0.014956342,"61",0.081656545,0.019187305,12.239023
-0.874186029506128,25.909559,2.1457498,1027.2117,-0.012982108,"61",0.081656545,0.020803804,12.239023
-0.865798064387506,27.527016,2.1461678,1027.2197,-0.012152968,"61",0.081656545,0.015774779,12.239023
-0.854489011512991,29.175196,2.2038572,1027.228,-0.011791997,"61",0.081656545,0.024367021,12.239023
-0.840210280916208,30.85775,2.2582026,1027.2365,-0.012905951,"61",0.081656545,0.017199345,12.239023
-0.823664123274989,32.547607,2.3063908,1027.245,-0.01131195,"61",0.081656545,0.019416526,12.239023
-0.805221665401478,34.237709,2.3595943,1027.2535,-0.017421793,"61",0.081656545,0.038365442,12.239023
-0.784482301872464,35.956482,2.424403,1027.2622,-0.007880448,"61",0.081656545,0.01975208,12.239023
-0.760910391140512,37.666454,2.4508128,1027.2709,-0.011660685,"61",0.081656545,0.01719459,12.239023
-0.734925004212317,39.333363,2.4591982,1027.2793,-0.011102071,"61",0.081656545,0.016298395,12.239023
-0.708358911335398,40.951283,2.4749336,1027.2875,-0.00962844,"61",0.081656545,0.015769312,12.239023
-0.683718667115008,42.550259,2.5101628,1027.2954,-0.014438522,"61",0.081656545,0.019019306,12.239023
-0.662586813943806,44.115921,2.5307868,1027.3033,-0.01084924,"61",0.081656545,0.018985685,12.239023
-0.644022584448383,45.657269,2.5098059,1027.311,-0.010828892,"61",0.081656545,0.015935298,12.239023
-0.623829508975244,47.12463,2.4766431,1027.3184,-0.008204174,"61",0.081656545,0.0168352,12.239023
