"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.30031369907427,19.361797,2.1258483,1027.1791,-0.007538656,"44",0.081656545,0.047005489,19.361797
-1.23735843377107,21.420401,2.143167,1027.1895,-0.013583236,"44",0.081656545,0.021511411,19.361797
-1.1818738757981,23.404612,2.1152894,1027.1992,-0.011922812,"44",0.081656545,0.016008411,19.361797
-1.13758043880209,25.324774,2.0899014,1027.2087,-0.012670596,"44",0.081656545,0.019774977,19.361797
-1.10517763329394,27.179043,2.0838981,1027.218,-0.01353952,"44",0.081656545,0.015212435,19.361797
-1.0829025545561,29.040071,2.1004634,1027.2273,-0.011983423,"44",0.081656545,0.014591226,19.361797
-1.06735388748898,30.898445,2.1037071,1027.2367,-0.012196164,"44",0.081656545,0.013617599,19.361797
-1.05462856973964,32.71373,2.0946515,1027.2458,-0.01339632,"44",0.081656545,0.017211594,19.361797
-1.04147801997135,34.538113,2.0962143,1027.2551,-0.011756535,"44",0.081656545,0.015788794,19.361797
-1.0261338182261,36.338146,2.087224,1027.2642,-0.012574483,"44",0.081656545,0.01523609,19.361797
-1.00856646843954,38.094025,2.0881879,1027.2731,-0.013692353,"44",0.081656545,0.015266803,19.361797
-0.990107831363863,39.870842,2.1294277,1027.282,-0.010338558,"44",0.081656545,0.016615776,19.361797
-0.972612127343097,41.65966,2.1388052,1027.291,-0.011583892,"44",0.081656545,0.015310947,19.361797
-0.957546026360861,43.399155,2.169142,1027.2998,-0.010995329,"44",0.081656545,0.017884986,19.361797
-0.945417262149854,45.210155,2.1941569,1027.3088,-0.010156689,"44",0.081656545,0.016166572,19.361797
-0.935782084747757,46.959778,2.2100081,1027.3175,-0.011285967,"44",0.081656545,0.01667437,19.361797
-0.927789262171786,48.764469,2.2549224,1027.3265,-0.01223381,"44",0.081656545,0.016240777,19.361797
