"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.23287168095638,14.465902,2.3837335,1027.1505,-0.014047141,"40",0.081656545,0.077964187,14.465902
-1.18527232855771,16.743807,2.477067,1027.1652,-0.01273727,"40",0.081656545,0.016599439,14.465902
-1.14814041381494,19.068073,2.5416775,1027.1775,-0.012305034,"40",0.081656545,0.015691631,14.465902
-1.12017454942463,21.388077,2.5576031,1027.1893,-0.011741043,"40",0.081656545,0.01743651,14.465902
-1.09942972301506,23.663507,2.57371,1027.2006,-0.011833624,"40",0.081656545,0.015236469,14.465902
-1.08429445463457,25.978958,2.568444,1027.212,-0.012964866,"40",0.081656545,0.013974067,14.465902
-1.07341936042527,28.19717,2.5147524,1027.2231,-0.012328839,"40",0.081656545,0.01964332,14.465902
-1.06561430037023,30.384439,2.5168478,1027.2341,-0.012124103,"40",0.081656545,0.015640244,14.465902
-1.06001034484805,32.598351,2.5445411,1027.2452,-0.01413746,"40",0.081656545,0.022220256,14.465902
-1.05619737639109,34.828968,2.5675988,1027.2566,-0.011051211,"40",0.081656545,0.015509891,14.465902
-1.05401465017525,37.075905,2.5682385,1027.2679,-0.011226675,"40",0.081656545,0.017069254,14.465902
-1.05303613133012,39.292255,2.5461004,1027.2791,-0.012265876,"40",0.081656545,0.014610728,14.465902
-1.05215189517119,41.493542,2.5400977,1027.2902,-0.013475263,"40",0.081656545,0.016352598,14.465902
-1.04963493840359,43.706055,2.5533824,1027.3013,-0.0121892,"40",0.081656545,0.017869258,14.465902
-1.04376886933435,45.916218,2.5804825,1027.3124,-0.012395811,"40",0.081656545,0.018393924,14.465902
-1.03380890361175,48.179588,2.6443903,1027.3236,-0.011936818,"40",0.081656545,0.016423238,14.465902
