"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.2162752578327,24.93956,2.3518059,1027.2068,-0.010149485,"27",0.081656545,0.017419619,24.93956
-1.19040809950804,27.111092,2.288928,1027.2177,-0.01224168,"27",0.081656545,0.018832553,24.93956
-1.17403951166492,29.170853,2.2038372,1027.2279,-0.013655754,"27",0.081656545,0.022551246,24.93956
-1.16313335059493,31.153996,2.1356459,1027.238,-0.010885552,"27",0.081656545,0.016192894,24.93956
-1.15378604779966,33.078484,2.0893741,1027.2477,-0.01223485,"27",0.081656545,0.014051498,24.93956
-1.14396005355044,34.964554,2.071991,1027.2572,-0.012795936,"27",0.081656545,0.016747605,24.93956
-1.1336532210923,36.84235,2.0615616,1027.2667,-0.012080083,"27",0.081656545,0.015184223,24.93956
-1.12398687210976,38.697769,2.0654917,1027.2761,-0.012290938,"27",0.081656545,0.013627151,24.93956
-1.11605644505455,40.569592,2.0619152,1027.2855,-0.012651819,"27",0.081656545,0.015120612,24.93956
-1.11012284919655,42.394646,2.06247,1027.2947,-0.012894976,"27",0.081656545,0.014416271,24.93956
-1.10538555436773,44.263561,2.0879431,1027.3041,-0.011686512,"27",0.081656545,0.015371311,24.93956
-1.10034120376362,46.137016,2.0947795,1027.3135,-0.013078072,"27",0.081656545,0.013881116,24.93956
-1.09344800842958,47.992699,2.0928934,1027.3228,-0.012186981,"27",0.081656545,0.018647525,24.93956
-1.08364318502419,49.855423,2.0853772,1027.332,-0.006404269,"27",0.081656545,0.013099655,24.93956
