"pitch","d","mvelocity","dsw","surge","dive_no","stroke_def","ODBA","initial_d"
-1.2943214601534,10.918298,1.8702656,1027.1191,-0.01239762,"60",0.081656545,0.024266034,10.918298
-1.23306502853092,12.699271,1.8971936,1027.1348,-0.014346959,"60",0.081656545,0.025468944,10.918298
-1.16900455093218,14.489419,1.9961791,1027.1509,-0.014551223,"60",0.081656545,0.030600922,10.918298
-1.10308445992203,16.383581,2.1607041,1027.1632,-0.011644468,"60",0.081656545,0.023846244,10.918298
-1.03650555947913,18.367373,2.3100016,1027.1738,-0.010535926,"60",0.081656545,0.016412171,10.918298
-0.970471742814913,20.372187,2.434025,1027.1843,-0.012159665,"60",0.081656545,0.015978178,10.918298
-0.906443955233066,22.388077,2.567858,1027.1942,-0.01062394,"60",0.081656545,0.017847834,10.918298
-0.846299595050076,24.41465,2.6950846,1027.2042,-0.014151646,"60",0.081656545,0.019557392,10.918298
-0.792162989765008,26.427219,2.8069341,1027.2142,-0.01074125,"60",0.081656545,0.016360175,10.918298
-0.74596773729627,28.404671,2.8955994,1027.2241,-0.011461129,"60",0.081656545,0.017222499,10.918298
-0.70888994521361,30.350042,2.9797115,1027.2339,-0.012942411,"60",0.081656545,0.016061286,10.918298
-0.680853709147859,32.285255,2.9822962,1027.2438,-0.008212755,"60",0.081656545,0.021928037,10.918298
-0.660386843874959,34.087559,2.9047523,1027.2528,-0.012082331,"60",0.081656545,0.017066959,10.918298
-0.644968483089794,35.828579,2.9026842,1027.2616,-0.008305592,"60",0.081656545,0.029555097,10.918298
-0.631706808208025,37.566875,2.9325745,1027.2704,-0.011579311,"60",0.081656545,0.01858603,10.918298
-0.618013303962728,39.293076,2.976923,1027.2791,-0.016057538,"60",0.081656545,0.024000162,10.918298
-0.602063682406548,41.01186,3.0144601,1027.2877,-0.007490319,"60",0.081656545,0.018849552,10.918298
-0.583022890758868,42.709213,3.0598526,1027.2963,-0.010997047,"60",0.081656545,0.01978839,10.918298
