"","Total_strokeNo","Total_strokeRate","Descent_strokeNo","Descent_strokeRate","Ascent_strokeNo","Ascent_strokeRate","Total_strokeIntensity","Total_strokeIntensityPerStroke","Descent_strokeIntensity","Descent_strokeIntensityPerStroke","Ascent_strokeIntensity","Ascent_strokeIntensityPerStroke","Total_pitch","Descent_pitch","Ascent_pitch","Total_speed","Descent_speed","Ascent_speed","Total_glide","Descent_glide","Ascent_glide","Total_ODBA","Descent_ODBA","Ascent_ODBA","Bottom_ODBA","DiveNo","Duration","MaxD","Vair","VairRaw","minMSE_w","initial_depth","glide_duration","avg_pitch","avg_speed","r_sq","p","...38","initial_v","min_v","d_min_v","LMintercept_d","LMgradient_d","LMintercept_d_E","LMgradient_d_E","LMintercept_calc","LMgradient_calc","LMintercept_calc_E","LMgradient_calc_E","LMgradient_d_rsq","LMgradient_calc_rsq","total_stroke","Day","Individual","body_density"
"454",1117,1.037140204,38,0.155737705,259,1.407608696,73.40472722,0.06571596,1.267544366,0.033356431,32.0973329,0.123927926,1.10373151,-74.80251681,63.06130488,1.904883543,2.146445928,1.797002859,273.28,209.4,4.8,110.5018757,21.00975881,14.38904615,75.10307074,48,1078,531.7007446,25.82278481,0.0102,0.059688864,24.230057,16,-78.20170644,1.672275588,0.361267054,0.013795778,48,1.811817,1.5844294,24.230057,0.187669232,-0.009872248,0.006043652,0.000631255,-0.089442393,0.351596127,0.026205878,0.049146311,0.991889062,0.96239238,0.199185756,17,2,1035.852
"455",1090,1.009259259,28,0.164705882,446,1.319526627,79.28337241,0.072737039,1.311061807,0.046823636,46.26039682,0.103722863,2.108533272,-75.19867317,62.30927197,1.850806569,2.062093692,1.64306804,279.04,144.6,13.12,111.7098446,19.54722967,24.53747418,67.62514075,49,1081,539.1075439,25.3164557,0.01,0.043192642,23.407787,17,-77.16065841,1.638873194,0.791021527,1.79e-06,49,1.7564905,1.5547222,23.407787,0.231760519,-0.012428576,0.016124151,0.001624697,-0.130770939,0.467631851,0.032956,0.062600245,0.951234715,0.948982034,0.264439856,17,2,1035.852
"456",1120,1.020966272,26,0.153846154,478,1.414201183,77.37906734,0.069088453,1.344397606,0.0517076,45.08419514,0.0943184,-1.008170397,-73.99415654,50.66561956,1.871571443,2.062403699,1.820197426,289.6,145.96,9,129.3129517,9.951750257,45.64009439,73.72110705,50,1098,505.0243225,35.18987342,0.0139,0.035512761,29.333643,13,-79.92429777,1.700786285,0.89416047,1.07e-06,50,1.9094778,1.5975754,29.333643,0.100820024,0.002088846,0.014870349,0.001443546,0.16664518,-0.088491573,0.028225701,0.055148452,0.411058033,0.461860483,0.272725195,17,2,1035.852
"457",1141,1.026079137,65,0.244360902,438,1.39047619,73.84938118,0.064723384,2.652783211,0.040812049,41.11897473,0.093878938,3.092177014,-67.21342518,65.05876315,1.849575001,2.129052718,1.681684105,274.04,209.4,5.72,162.0200044,37.2394669,50.11563535,74.66490215,51,1113,507.7938538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.120485803,-0.001884797,0.012587011,0.001246339,0.069482951,0.063073005,0.027811159,0.052918379,0.43256493,0.321360176,0.229490707,17,2,1035.852
"458",1081,1.02952381,71,0.273076923,337,1.404166667,74.12328378,0.06856918,3.163777679,0.044560249,35.38889089,0.105011546,0.922313915,-64.66206768,62.35806085,1.897275075,2.119185674,1.72284748,260.56,190.68,3.2,183.4873353,56.59478772,38.34065693,88.55189065,52,1051,550.3546753,17.97468354,0.0071,0.029277582,24.694147,15,-76.64130547,1.812217227,0.642371936,0.000327378,52,1.8240187,1.7601718,24.694147,0.155028791,-0.007520039,0.043441514,0.004460893,-0.038905931,0.233819716,0.094095405,0.175303877,0.48646141,0.372255368,0.202849357,17,2,1035.852
"459",1107,0.998196573,44,0.235294118,381,1.370503597,72.37222729,0.065376899,1.892438648,0.043009969,38.44502652,0.100905581,3.456837742,-68.95715688,64.07224037,1.888519812,2.150440091,1.687338778,299.64,145.48,6.88,192.6662171,32.40222931,51.20521158,109.0587762,53,1110,510.9037476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.149840249,-0.002569994,0.012520164,0.001201587,0.074245749,0.097467724,0.023305188,0.044930543,0.60393998,0.610685515,0.27861028,17,2,1035.852
"460",1071,1.064612326,55,0.317919075,299,1.417061611,72.60666906,0.067793342,2.089267563,0.037986683,32.88034148,0.109967697,1.916207683,-70.55191729,64.7874879,1.864258322,2.214480898,1.739729523,220.4,127.16,4.24,191.9248172,32.76992282,41.20120601,117.9536884,54,1007,511.4525146,16.4556962,0.0065,0.021994967,24.988352,16,-77.81240544,1.693984688,0.936724381,8.75e-10,54,1.6512147,1.6122859,24.988352,0.137228152,-0.003302612,0.048939082,0.004679969,0.05503303,0.096449518,0.096799051,0.189923352,0.199359388,0.114219326,0.211022762,17,2,1035.852
"461",1047,1.017492711,70,0.289256198,418,1.366013072,70.0179289,0.066874813,2.772073278,0.039601047,36.87478116,0.08821718,2.763891809,-65.95652129,60.04742785,1.860116313,2.139651354,1.665227089,268.72,181.6,7.84,175.1161191,43.95665857,43.42032431,87.73913622,55,1030,511.07724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182022608,-0.005167473,0.009163345,0.000887604,0.0276601,0.201203759,0.01219776,0.023573413,0.918685114,0.960448052,0.29422255,17,2,1035.852
"462",1111,0.998203055,43,0.209756098,382,1.340350877,82.87819404,0.074597834,2.144975971,0.049883162,42.3336112,0.110820972,4.027439518,-73.03606054,71.05921983,1.821363132,2.194278217,1.60946912,272.44,165.68,5.28,131.7337512,16.56611091,32.78261103,82.38502926,56,1114,528.3363647,22.53164557,0.0089,0.018848824,29.558767,12,-77.78096842,1.803700358,0.813495474,6.04e-05,56,1.8488852,1.7611498,29.558767,0.149249347,-0.002624452,0.013506101,0.001332881,0.076698516,0.09103976,0.030528243,0.05871207,0.659689719,0.54590904,0.247809452,17,2,1035.852
"463",1045,0.985849057,26,0.351351351,408,1.383050847,68.52242015,0.065571694,1.085719641,0.041758448,37.21427229,0.091211452,0.184836053,-65.05238283,57.07358327,1.897613499,1.802484891,1.731591115,298.48,51.4,7.84,165.1137695,9.271193052,42.63808529,113.2044912,57,1061,523.0459595,25.82278481,0.0102,0.041972256,24.64595,16,-79.07900106,1.668462844,0.487785278,0.002617893,57,1.8032844,1.6137332,24.64595,0.146928814,-0.00274372,0.04669563,0.004509948,0.084416699,0.068684953,0.094539122,0.18107754,0.109822679,0.045764462,0.274163587,17,2,1035.852
"464",1141,1.016028495,35,0.145833333,393,1.369337979,78.83989429,0.06909719,1.404096341,0.040117038,41.13792499,0.104676654,3.633896483,-72.97636039,67.67513902,1.815915599,2.148450642,1.648677163,268.88,206.48,5.28,109.5814259,16.47045057,24.46653916,68.64443617,58,1124,529.6462402,28.86075949,0.0114,0.051741025,27.632191,14,-78.53315636,1.668843879,0.44649657,0.008999366,58,1.8209343,1.6054376,27.632191,0.202137908,-0.006114772,0.022544721,0.002391497,0.033716573,0.212230789,0.051201308,0.095847141,0.765743114,0.710269264,0.294318163,17,2,1035.852
"465",1211,1.031516184,68,0.262548263,377,1.53877551,86.62667182,0.071533172,2.609632066,0.038376942,41.53316399,0.110167544,-3.983088494,-71.30885885,42.69309452,1.997461197,2.131144396,2.119568691,312.04,204.28,3.52,22.01265607,4.493926322,4.306191171,13.21253858,59,1175,528.8240967,30.12658228,0.0119,0.030500009,29.754086,13,-80.02062338,1.690271554,0.824971969,1.75e-05,59,1.8229736,1.6170926,29.754086,0.100986313,0.001257732,0.002716935,0.000278182,0.13714646,-0.046685302,0.006367465,0.012239145,0.910880345,0.8791529,0.226050747,17,2,1035.852
"466",1058,0.996233522,38,0.197916667,413,1.358552632,71.61062921,0.067684905,1.951339992,0.051351052,36.40983415,0.088159405,3.081411074,-72.13629897,67.98094115,1.816061826,2.188157066,1.641387296,280.6,161.08,8.04,18.42705352,3.064696508,6.186298766,9.176058246,60,1063,511.5158997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.098909802,0.002683733,0.020918913,0.002230371,0.178918375,-0.103780299,0.03851045,0.070621437,0.325517309,0.418550283,0.276481611,17,2,1035.852
"467",1139,1.050738007,35,0.145833333,376,1.347670251,78.72865884,0.069120859,1.522256503,0.043493043,40.41040083,0.10747447,3.942619639,-74.1427887,69.79574709,1.896684984,2.1925316,1.646950949,269.16,210.2,8.24,17.89795627,3.498885999,4.603315772,9.795754499,61,1085,518.3599854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204461056,-0.009410444,0.02503881,0.002798625,-0.061007249,0.336949605,0.039553047,0.071495021,0.849698308,0.9173947,0.252860561,17,2,1035.852
"468",888,0.962080173,52,0.261306533,330,1.341463415,51.1929884,0.057649762,1.856218453,0.035696509,23.28918908,0.0705733,-0.556447865,-62.03300203,58.91043714,1.716828777,2.003836973,1.615006658,245.48,148.96,3.56,92.35960077,18.43336733,37.86961267,36.05662077,1,924,442.9266357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153374073,-0.00532081,0.050413567,0.005123805,0.011299886,0.175332062,0.112906641,0.214100538,0.35030678,0.251114846,0.211458506,24,2,1034.703
"469",906,0.968983957,9,0.097826087,302,1.366515837,51.4203974,0.056755406,0.532986477,0.05922072,22.89986973,0.075827383,-1.02595207,-75.16540611,54.88657841,1.775473341,1.898902483,1.695067264,236.28,82.44,2.2,77.35791575,13.0684143,16.87664002,47.41286143,2,936,449.5107727,15.94936709,0.0063,0.079802405,12.273739,25,-81.19084592,1.539508028,0.284370982,0.006051643,2,1.6656276,1.4052339,12.273739,0.227780569,-0.019284287,0.017097716,0.002096068,-0.288321086,0.643807137,0.017672831,0.031145198,0.988323769,0.997665169,0.145546753,24,2,1034.703
"470",1008,0.929889299,44,0.263473054,151,1.279661017,61.8285921,0.061337889,1.701884437,0.038679192,13.10990286,0.086820549,5.220101459,-67.84352538,58.58598181,1.631642323,1.943163933,1.568842963,298.12,126.96,4.2,125.0945807,15.54625173,14.43000239,95.11832658,3,1085,472.6170654,12.91139241,0.0051,0.022999515,19.635962,18,-78.686824,1.796888417,0.738090367,4.97e-06,3,1.8235604,1.7517737,19.635962,0.252811478,-0.020539603,0.030715114,0.003494293,-0.287703551,0.669994002,0.085585112,0.156736018,0.971871706,0.948113303,0.147734136,24,2,1034.703
"471",925,0.780590717,26,0.159509202,345,1.316793893,57.57476509,0.062242989,1.056711435,0.040642748,28.93544363,0.083870851,-1.835186296,-71.65513441,60.13554373,1.630042533,1.921586905,1.594794408,430.52,136.12,3.24,155.5938484,8.324806247,53.68639351,93.58264864,4,1186,482.2471313,23.79746835,0.0094,0.043023831,23.952068,18,-82.42089328,1.4728447,0.526533768,0.000653147,4,1.6185219,1.4174088,23.952068,0.221554239,-0.010790152,0.028364055,0.003051728,-0.063094784,0.351239316,0.066091541,0.123074146,0.862083629,0.802851807,0.253470259,24,2,1034.703
"472",1041,0.877000842,30,0.140186916,372,1.305263158,66.01328754,0.063413341,1.534353057,0.051145102,34.09087404,0.091642135,-1.019241599,-71.69021065,62.98495654,1.676799816,1.954437788,1.607189158,350.08,189.28,5.88,131.2863718,30.13689499,17.77308045,83.37639636,5,1188,460.7644043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.160464466,-0.003474211,0.010040065,0.000974061,0.054608973,0.138861326,0.018687144,0.035791233,0.809179022,0.833818244,0.283647572,24,2,1034.703
"473",1081,0.899334443,35,0.152838428,418,1.294117647,70.59912044,0.065309085,2.004795251,0.057279864,37.3629911,0.089385146,0.238253629,-72.28370381,62.37711515,1.692847639,1.97792621,1.621590476,329.32,201.56,7.16,168.1526929,13.11365253,49.10063609,105.9384043,6,1203,464.9955444,27.59493671,0.0109,0.052066565,21.854191,18,-80.85240983,1.643952772,0.849000633,5.7e-08,8,1.9447001,1.5334778,21.854191,0.199576924,-0.004909877,0.016265536,0.001605195,0.058540873,0.18033441,0.031774059,0.060881503,0.823880115,0.814364042,0.304845023,24,2,1034.703
"474",982,0.908418131,25,0.117924528,416,1.329073482,64.90889748,0.066098674,1.313121445,0.052524858,38.2794101,0.092017813,2.791250713,-75.71168727,62.42234058,1.719174659,2.086359819,1.629887844,305.04,192.12,4.36,146.9662244,26.16350628,43.99804886,76.80466926,7,1082,478.8959961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169074723,-0.004288688,0.006448181,0.000667581,0.04535836,0.157644383,0.011368243,0.020952081,0.932234977,0.94967392,0.291948326,24,2,1034.703
"475",1135,0.917542441,41,0.17826087,522,1.395721925,80.53693364,0.070957651,1.823244825,0.044469386,53.29780938,0.102103083,-2.778531628,-73.96277683,40.12081477,1.841800379,2.024300546,1.829872093,334,196.28,2.88,217.4078655,33.90509187,69.19045341,114.3123202,8,1238,506.5434875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.132011399,-0.001456952,0.015075621,0.001388921,0.083635491,0.066337997,0.025155742,0.049776566,0.268357344,0.371876442,0.26178265,24,2,1034.703
"476",1089,0.880355699,39,0.166666667,418,1.274390244,73.25017587,0.067263706,1.567023851,0.040180099,40.02835087,0.095761605,1.392067065,-71.23639555,63.27492949,1.6552497,2.02133857,1.523518569,345.04,199.4,5.88,209.2972765,44.54949219,51.21823643,113.5295479,9,1238,529.7258301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182696451,-0.004620029,0.0198065,0.001861425,0.055278717,0.15808532,0.042066187,0.081528214,0.672497943,0.556201299,0.306163966,24,2,1034.703
"477",1188,0.891222806,56,0.219607843,443,1.299120235,79.4060385,0.0668401,2.346944407,0.041909722,43.04607936,0.097169479,0.7114868,-71.6188798,55.4969824,1.705233686,1.993842438,1.663675744,371.8,206.96,8.52,151.8665882,20.27402705,33.58864958,98.00391157,10,1334,544.6488037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211961375,-0.007081834,0.021183885,0.00226003,0.022780268,0.233529869,0.046362255,0.085349802,0.765970716,0.713918369,0.335138131,24,2,1034.703
"478",1130,0.906902087,45,0.169172932,403,1.295819936,71.87863929,0.063609415,1.980001861,0.044000041,38.53494728,0.095620217,3.841203397,-65.46790375,61.37934744,1.710781037,2.028293063,1.576036229,332.56,222.92,5.16,178.1611242,43.18387069,48.33408405,86.64316946,11,1247,558.8380737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172177929,-0.003628075,0.008432441,0.000794277,0.064967055,0.138507331,0.016713904,0.032525329,0.874290466,0.858051026,0.303676939,24,2,1034.703
"479",1017,0.832242226,43,0.182978723,453,1.286931818,72.36730037,0.071157621,2.470257353,0.057447845,44.43218991,0.098084304,-0.129934738,-71.63262695,55.04557631,1.650595401,1.976810544,1.604395948,389.04,195.8,7.6,77.70202906,32.99421723,5.657953369,39.04985846,12,1223,531.5701904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.186889597,-0.004375214,0.00995034,0.001078164,0.064466948,0.154096903,0.020353997,0.036881172,0.845897406,0.85335346,0.33359814,24,2,1034.703
"480",1049,0.824685535,47,0.162068966,86,1.194444444,72.45740609,0.069072837,1.966206701,0.041834185,6.640139252,0.077210922,1.657448379,-65.02713274,56.84769738,1.670405559,1.95597884,1.723026653,411.84,244.48,5.52,25.42333392,5.836617683,1.142127557,18.44458868,13,1273,525.107605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167459646,-0.002418791,0.009699484,0.000905276,0.092381218,0.099158116,0.014985055,0.029104109,0.704111572,0.794629511,0.319888085,24,2,1034.703
"481",1063,0.864227642,35,0.117056856,499,1.299479167,73.79098193,0.069417669,1.547171578,0.044204902,48.99000453,0.098176362,2.600845767,-61.39106247,59.57332283,1.733241551,1.999237359,1.574028985,363.48,268.2,5.44,58.24172632,5.161474171,6.05188446,47.02836769,14,1231,547.6160278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.199920902,-0.007102761,0.01345739,0.001311635,-0.014913967,0.280542041,0.016983057,0.032379239,0.907190688,0.961572625,0.296297507,24,2,1034.703
"482",650,0.458392102,27,0.161676647,613,1.169847328,58.71645493,0.090333008,1.213138252,0.044931046,57.33968554,0.093539454,20.40325064,-65.03796987,59.24678444,1.357000754,1.938445809,1.177165895,865.12,145.44,6.04,73.45561218,4.099669563,49.45324761,19.90269501,15,1419,531.494751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175403211,-0.005207866,0.019361947,0.00189892,0.027529558,0.188266839,0.043389465,0.083795539,0.714870388,0.627229322,0.28000916,24,2,1034.703
"483",544,0.418461538,16,0.146788991,525,1.158940397,48.47812107,0.089114193,0.56003825,0.035002391,47.88611954,0.091211656,23.24423568,-67.61395388,58.02739363,1.293138789,1.903498461,1.153434241,832.04,94.6,3.6,54.36206788,4.759041609,36.00419904,13.59882723,16,1301,447.1278381,15.44303797,0.0061,0.039904893,25.516834,16,-73.85176044,1.663629169,0.024319091,0.564121456,16,1.6579739,1.5880823,25.516834,0.134182475,-0.004234613,0.037427939,0.003827796,0.017451455,0.146744895,0.077366363,0.146811275,0.379624649,0.333132365,0.191391086,24,2,1034.703
"484",683,0.54903537,15,0.066079295,517,1.251815981,57.92520404,0.084809962,0.49171083,0.032780722,50.07250106,0.096852033,8.641612558,-45.81359783,40.74909896,1.387860205,1.735168567,1.44691515,656.2,211.6,5.6,113.7105774,28.35015656,8.763876157,76.59654468,17,1245,431.3456726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118222045,-0.001934841,0.0332263,0.002824584,0.055805284,0.085136986,0.060423125,0.127074242,0.190029358,0.183297099,0.193316598,24,2,1034.703
"485",654,0.396123561,15,0.104895105,529,1.230232558,63.33511423,0.096842682,0.669466063,0.044631071,56.29027742,0.106408842,23.88061978,-63.12981408,64.53307386,1.322758377,1.855320356,1.320232327,1094.36,130.52,4.24,165.8121663,5.592449199,63.74704948,96.47266762,18,1652,514.914856,22.27848101,0.0088,0.03022639,29.690582,13,-78.58269915,1.668458677,0.652987498,0.000830638,18,1.7508883,1.6156144,29.690582,0.117127991,-0.000950589,0.009438867,0.000951512,0.087796947,0.038779318,0.017377931,0.032887003,0.332901866,0.410105773,0.216348415,24,2,1034.703
"486",918,0.455131383,22,0.158273381,527,1.186936937,70.17564296,0.076444056,1.013424423,0.046064746,50.16630792,0.095192235,18.35582818,-68.51824574,60.54196372,1.474538183,1.898972802,1.358277433,1241.68,120.84,7.72,193.6339688,13.62636329,32.95664252,147.050963,19,2018,602.0136108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150817235,-0.004407195,0.012670466,0.001202339,0.023208824,0.162154809,0.026769137,0.051104613,0.770589847,0.715665005,0.265197601,24,2,1034.703
"487",1441,0.893366398,43,0.146258503,462,1.262295082,90.78575815,0.063001914,1.780019263,0.041395797,45.67997159,0.098874397,0.975906354,-67.19617602,62.63917275,1.668401622,1.908931265,1.561539812,412.72,256.8,5.76,118.4555033,44.45937171,31.87554438,42.12058721,20,1614,551.4724121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18029975,-0.005004791,0.024904296,0.002370002,0.020337839,0.216537944,0.043995826,0.086768428,0.597821666,0.674900427,0.291455645,24,2,1034.703
"488",1453,0.987763426,42,0.153846154,479,1.657439446,97.7633998,0.067283826,2.163683711,0.051516279,50.02811611,0.104442831,-4.942247393,-72.58586688,39.59804468,2.015803844,2.016777746,2.363686653,367.4,237.16,0.6,222.0610114,38.9015156,53.87423893,129.2852569,21,1472,554.607666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181133273,-0.004711637,0.004539285,0.000462183,0.046080208,0.172704096,0.013498519,0.025497016,0.971942629,0.938625623,0.30692376,24,2,1034.703
"489",1214,0.883551674,52,0.188405797,489,1.286842105,76.70223245,0.063181411,2.203047773,0.042366303,45.06635504,0.092160235,2.890139483,-62.57650763,61.86485609,1.674728918,2.02335221,1.528038706,350.52,229.68,2.24,150.0915756,34.12821883,31.2170307,84.74632607,22,1375,541.0179443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198403494,-0.006106496,0.051858921,0.005596962,0.019005237,0.230554442,0.107292178,0.194390657,0.229340989,0.26017485,0.366529078,24,2,1034.703
"490",1203,0.856837607,49,0.166666667,485,1.300268097,74.51906518,0.06194436,2.004068399,0.040899355,43.98235163,0.090685261,0.44101408,-66.64851143,58.98869398,1.725695915,1.969764885,1.623092972,392.8,248.68,4.08,205.3448313,57.55849693,39.35884224,108.4274921,23,1405,540.3681641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165333272,-0.003757746,0.013975602,0.001482219,0.056621323,0.139538428,0.02769194,0.051203097,0.681775989,0.712276809,0.295039487,24,2,1034.703
"491",1152,0.926790024,43,0.161048689,307,1.306382979,78.03457436,0.067738346,1.94319571,0.045190598,30.95163296,0.100819651,4.83386456,-66.60417411,59.69240822,1.705966891,2.003741244,1.68132,326.44,227.6,8.52,130.2886481,30.60800311,27.37001,72.31063499,24,1244,651.1321411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178837814,-0.003941862,0.010019503,0.001011542,0.068318862,0.139210444,0.021294317,0.040012605,0.835035147,0.801384842,0.317745049,24,2,1034.703
"492",1360,0.837438424,35,0.110759494,544,1.301435407,95.0064236,0.069857664,1.452318568,0.041494816,56.05558816,0.103043361,0.652281333,-68.55996913,57.59400153,1.689473182,1.958539241,1.595011609,514.24,281.92,3.8,202.7806464,35.97599088,56.96547424,109.8391813,25,1625,628.0598145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176162042,-0.005570795,0.014832728,0.001444378,0.003384863,0.230975779,0.023935631,0.046907435,0.832172918,0.889894216,0.271273614,24,2,1034.703
"493",1262,0.93620178,53,0.182758621,487,1.309139785,81.10949722,0.0642706,2.252082868,0.04249213,46.41129225,0.095300395,1.029659229,-70.51232885,60.95461393,1.743414906,2.007469286,1.613738078,310.96,240.84,4.72,195.0063558,42.94471674,51.01850497,101.0431341,26,1349,567.0265503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158107599,-0.002587275,0.017082642,0.001685599,0.083257943,0.096706929,0.035040124,0.068297023,0.54086389,0.500622643,0.265583275,24,2,1034.703
"494",1224,0.899338722,41,0.138047138,533,1.316049383,79.17478814,0.064685284,1.815156074,0.044272099,47.71236137,0.089516625,1.943450092,-66.03693795,53.80311708,1.737795003,1.987256194,1.651053442,378.24,259.84,5,168.041293,14.43077756,63.11838037,90.49213507,27,1362,553.3527222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195609261,-0.006749252,0.009057069,0.000932562,-0.001476735,0.254155145,0.013493553,0.02531105,0.945827733,0.971105823,0.29978716,24,2,1034.703
"495",1190,0.91048202,43,0.156363636,433,1.324159021,76.38044939,0.064185252,2.08425571,0.048471063,42.84568405,0.098950771,0.343728078,-70.66171256,60.90330979,1.734790095,1.964773639,1.657749454,330.32,238.4,3.32,149.7552993,28.86852864,36.80467063,84.08210003,28,1308,565.4678345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167787986,-0.004549421,0.015631199,0.001501728,0.037395474,0.165337564,0.030981916,0.059201566,0.696454719,0.6610077,0.303699829,24,2,1034.703
"496",1196,0.912977099,41,0.152985075,474,1.298630137,72.86301065,0.06092225,1.779963762,0.04341375,42.08356876,0.0887839,1.299347508,-68.06910216,62.6364463,1.729811753,1.987308263,1.578464627,327.08,229.32,5,28.50626427,9.971341896,6.210354372,12.324568,29,1311,538.9191895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.169655828,-0.004038609,0.017356431,0.001735823,0.048647817,0.157722259,0.0282781,0.053608247,0.643416683,0.742624258,0.29450578,24,2,1034.703
"497",1158,0.883295195,52,0.186379928,494,1.313829787,73.42802038,0.063409344,2.334830239,0.044900582,44.68814001,0.090461822,0.384641448,-67.77827475,58.18075961,1.73298459,1.975207052,1.620098665,357.08,233.64,5.24,55.02442763,4.486427381,7.961828208,42.57617204,30,1312,539.3079834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143783896,-0.001835776,0.0157768,0.001678728,0.090725116,0.068293199,0.032438163,0.060356942,0.285008732,0.299109098,0.284912757,24,2,1034.703
"498",1203,0.909297052,37,0.145098039,440,1.317365269,77.47899261,0.064404815,1.546701059,0.041802731,42.42082661,0.09641097,0.157019991,-72.63950592,62.60413065,1.764666564,2.005971579,1.638268207,349.8,223.84,6.04,99.08986762,6.01404639,47.10904093,45.9667803,31,1324,525.6991577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181264526,-0.005241483,0.021128709,0.001881818,0.011623746,0.23142049,0.033774313,0.068976407,0.721139183,0.78956933,0.279671984,24,2,1034.703
"499",1307,0.936246418,39,0.149425287,447,1.31085044,83.20194164,0.063658716,1.64215263,0.042106478,43.58322484,0.097501622,1.133998356,-72.87362211,63.6837312,1.742342425,1.961114896,1.613418911,329.56,229.32,5.72,35.8357593,5.16359096,5.244515914,25.42765243,32,1397,522.8461304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16947814,-0.004740175,0.014787268,0.001523154,0.028811486,0.182389805,0.02543059,0.04747005,0.763500866,0.831105447,0.282745444,24,2,1034.703
"500",1301,0.897241379,40,0.152091255,466,1.276712329,78.4471654,0.060297591,1.929920429,0.048248011,41.36723145,0.088770883,-0.444573237,-71.77802129,57.66442314,1.717186934,1.984611082,1.572201646,358.32,228.2,3.08,149.5743439,21.73784957,41.22888879,86.60760554,33,1451,509.5438232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195817798,-0.006084828,0.008362566,0.000829446,0.024887553,0.215954309,0.020865815,0.039834833,0.947198956,0.907378464,0.308331,24,2,1034.703
"501",1186,0.945773525,51,0.19391635,401,1.32781457,75.5267591,0.063681922,2.631114442,0.051590479,37.7932043,0.094247392,0.269124425,-68.91950186,59.9867979,1.740459187,1.978249662,1.68819634,315.8,220.64,5.8,125.6865909,15.67595531,36.85554039,73.1550952,34,1255,526.6712646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.140613656,-6.77e-06,0.016292664,0.00172285,0.144646705,-0.007751392,0.031515192,0.059217239,7.71e-06,0.008494314,0.281309348,24,2,1034.703
"502",1115,0.94893617,36,0.173913043,424,1.337539432,68.74334932,0.061653228,2.105407832,0.058483551,36.58496127,0.086285286,0.661033735,-73.56501647,59.00073171,1.761439872,1.989280532,1.699475995,292.68,178.2,2.92,54.76145063,5.871770972,29.86348296,19.0261967,35,1176,501.7901001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112802861,0.003654332,0.056664342,0.005261401,0.227386621,-0.153966637,0.11075593,0.221919897,0.138526791,0.138265269,0.342258887,24,2,1034.703
