"","Total_strokeNo","Total_strokeRate","Descent_strokeNo","Descent_strokeRate","Ascent_strokeNo","Ascent_strokeRate","Total_strokeIntensity","Total_strokeIntensityPerStroke","Descent_strokeIntensity","Descent_strokeIntensityPerStroke","Ascent_strokeIntensity","Ascent_strokeIntensityPerStroke","Total_pitch","Descent_pitch","Ascent_pitch","Total_speed","Descent_speed","Ascent_speed","Total_glide","Descent_glide","Ascent_glide","Total_ODBA","Descent_ODBA","Ascent_ODBA","Bottom_ODBA","DiveNo","Duration","MaxD","Vair","VairRaw","minMSE_w","initial_depth","glide_duration","avg_pitch","avg_speed","r_sq","p","...38","initial_v","min_v","d_min_v","LMintercept_d","LMgradient_d","LMintercept_d_E","LMgradient_d_E","LMintercept_calc","LMgradient_calc","LMintercept_calc_E","LMgradient_calc_E","LMgradient_d_rsq","LMgradient_calc_rsq","total_stroke","Day","Individual","body_density"
"1",751,1.01623816,74,0.304526749,421,1.547794118,47.61283031,0.063399241,3.09963703,0.041886987,30.58538025,0.072649359,6.429100385,-24.57670397,36.46676682,1.94300539,2.96184744,1.726798021,216.2,175.88,0,54.97727835,18.18303649,20.91919265,15.87504921,1,740,299.7269592,0,0,0.142821668,10.23646,18,-59.04514211,2.672885894,0.953179846,4.63e-12,NA,2.0690701,2.0690701,10.23646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1042.316
"2",1267,1.036824877,38,0.345454545,282,1.46875,79.15988888,0.062478207,1.583088363,0.04166022,25.30271269,0.089725932,5.35442462,-49.10121066,48.43706488,1.972237744,2.585226462,1.806354298,277,79.72,0,31.91464771,5.813580563,3.972830645,22.1282365,2,1223,406.5612183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212351026,-0.006054278,0.022700157,0.002688917,0.060275492,0.184134713,0.055247159,0.098700092,0.717096724,0.635066902,0.326679378,2,1,1042.316
"3",1121,0.91286645,39,0.165254237,438,1.426710098,77.19068605,0.068858774,1.7505446,0.044885759,39.456944,0.090084347,6.88977899,-38.46296994,51.04080078,2.018886035,2.610241118,1.657740127,374.04,200.8,1.72,93.09863363,4.497307386,21.04753803,67.55378821,3,1229,484.7947998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235801442,-0.007579551,0.005237141,0.000484765,0.001038828,0.314545425,0.010729516,0.021714448,0.991885392,0.990558501,0.312928126,2,1,1042.316
"4",1013,0.857021997,14,0.05511811,258,1.5,70.12238153,0.069222489,0.57485017,0.041060726,24.65009175,0.095542991,7.461917695,-35.73026146,49.17609198,1.986335557,2.499772402,1.727649311,429.28,240.28,0,140.6751875,52.38380166,22.10835125,66.18303459,4,1183,520.6243896,28.77697842,0.012,0.100749774,22.017097,18,-59.67547572,1.8616407,0.85635463,3.81e-08,NA,1.7170423,1.6690722,22.017097,0.132434162,-0.002119169,0.016475695,0.001682686,0.071872407,0.077011682,0.032008583,0.059750349,0.345846639,0.356394406,0.252982937,2,1,1042.316
"5",1011,0.883741259,46,0.168498168,294,1.5,75.19601681,0.07437786,1.889418466,0.041074314,28.77467591,0.097873047,7.365739429,-37.66802417,54.29266224,2.110984035,2.597801631,1.846578164,400.48,229.16,0,87.63050261,15.35078509,15.94898782,56.3307297,5,1145,535.0606689,46.28297362,0.0193,0.063247432,27.107943,13,-63.93903215,2.128976838,0.349239202,0.033429286,NA,2.2992578,2.0365708,27.107943,0.17110053,-0.001452527,0.010646053,0.001013587,0.129054954,0.053558278,0.020960036,0.040204753,0.506617313,0.470141354,0.313483864,2,1,1042.316
"6",915,0.920523139,12,0.088235294,249,1.398876404,64.23827107,0.070205761,0.697323889,0.058110324,20.72205211,0.083221093,8.20190629,-46.9477526,39.43339484,2.099346593,2.63931845,1.650839043,356.6,126.8,5.92,121.0753966,21.39749153,17.78164576,81.89625931,6,995,293.7745056,29.73621103,0.0124,0.019443242,25.237085,13,-62.76892446,2.182641254,0.768925305,8.31e-05,NA,2.1376486,2.1376486,25.237085,0.182010575,-0.003867251,0.00181151,0.000190072,0.068418856,0.147216028,0.00256808,0.004801146,0.995191949,0.997877309,0.293736062,2,1,1042.316
"7",902,1.004454343,18,0.09,225,1.551724138,65.95642991,0.073122428,0.875936149,0.048663119,21.45004293,0.095333524,8.671677828,-33.21352951,42.48698876,2.275844876,2.843091787,1.843618479,293.28,180.72,0,55.96565821,18.55097859,2.765318229,34.64936139,7,899,325.0836182,17.5059952,0.0073,0.099128602,15.164731,18,-59.06725383,2.333043989,0.91414043,6.03e-10,NA,2.1839557,2.0874264,15.164731,0.255690559,-0.013847052,0.082117687,0.008021077,-0.135314058,0.498652975,0.17657309,0.346182074,0.598411834,0.509184948,0.24824105,2,1,1042.316
"8",999,0.880176211,37,0.170506912,236,1.493670886,78.18386213,0.078262124,1.373286141,0.037115842,25.54749027,0.108252077,8.225567579,-38.97567517,55.80997822,2.147858212,2.635839006,1.820495383,422.96,185.72,0,153.4973133,21.28873809,40.84596554,91.36260967,8,1136,558.2928467,34.05275779,0.0142,0.059973802,24.594547,13,-62.30956,2.298950554,0.464321987,0.010325891,NA,2.3464787,2.185324,24.594547,0.206137417,-0.006850437,0.005284881,0.000588805,0.018133255,0.236809219,0.002610525,0.004782068,0.985439829,0.999185089,0.294596554,2,1,1042.316
"9",906,0.910552764,47,0.164335664,357,1.532188841,68.1563458,0.075227755,2.444432912,0.052009211,32.28531518,0.090435057,4.649963056,-34.83230731,40.19219697,2.081146837,2.422821563,1.848945989,370.08,244.84,0,88.85660059,22.74190672,45.99004279,20.12465108,9,996,390.5408936,33.09352518,0.0138,0.067003056,15.842736,20,-73.15457235,1.82664839,0.884820574,6.99e-10,NA,1.8333049,1.630409,15.842736,0.227830756,-0.011791601,0.023120525,0.002212063,-0.131856957,0.476309572,0.064244925,0.126523711,0.934243357,0.876330364,0.225176011,2,1,1042.316
"10",864,1.078651685,9,0.08411215,200,1.538461538,61.82787768,0.071560044,0.352864031,0.039207115,18.10460288,0.090523014,8.262424124,-39.98064367,45.64058847,2.279857287,2.425502777,1.852919824,229.56,99.52,0.36,75.20941953,11.54142224,11.62715783,52.04083946,10,802,261.4877625,28.53717026,0.0119,0.023444526,16.847939,19,-64.71229395,2.057333505,0.956892237,4.82e-13,NA,2.0090165,1.9327353,16.847939,0.196091216,-0.008596967,0.0348937,0.003226635,-0.051609169,0.313050936,0.068932659,0.132881511,0.702937908,0.649126958,0.254948168,2,1,1042.316
"11",831,0.968531469,9,0.076271186,266,1.564705882,62.68527744,0.075433547,0.233085718,0.025898413,24.67778248,0.092773618,6.962136093,-44.61483646,37.9044097,2.307305432,2.907088333,1.858924686,306.88,110.2,0,101.586169,41.99343906,21.07112323,38.52160671,11,859,303.651947,2.637889688,0.0011,0.163155566,18.515982,12,-56.54575783,2.455568642,0.747718498,0.000283201,NA,2.1882327,2.1878693,18.515982,0.194064333,-0.012399182,0.071414514,0.007607331,-0.163884832,0.461154286,0.136137656,0.25411532,0.570499441,0.6221636,0.179764668,2,1,1042.316
"12",887,0.873031496,8,0.043243243,485,1.501547988,66.80050106,0.075310599,0.292583615,0.036572952,41.7274145,0.086035906,5.499811785,-39.00779614,34.35498882,2.204293763,2.533323315,1.853608454,405.96,177.96,1.16,85.29150384,10.06526602,36.94725133,38.27898649,12,1017,327.053894,26.13908873,0.0109,0.042394136,19.341341,18,-59.83794222,2.079548244,0.913841128,6.21e-10,NA,1.9822772,1.9197497,19.341341,0.224029246,-0.010598637,0.016816895,0.001830452,-0.06989632,0.373031083,0.035681623,0.066553148,0.943703378,0.940148684,0.261614226,2,1,1042.316
"13",851,0.929039301,16,0.093567251,257,1.494186047,62.91108037,0.073926064,0.530950397,0.0331844,22.65486359,0.08815122,7.022087772,-34.12047939,52.22311013,2.171141197,2.780503328,1.767498889,321.64,156.8,0.2,94.02729226,22.73885132,17.02863608,54.25980486,13,917,370.1546021,0,0,0.11319792,18.068104,13,-54.84427262,2.508680838,0.930322904,1.05e-07,NA,2.099056,2.099056,18.068104,0.057175639,0.002092581,0.064113653,0.005820614,0.105015224,-0.051666847,0.113607632,0.226340318,0.060701647,0.025392179,0.166447268,2,1,1042.316
"14",854,0.998830409,29,0.172619048,230,1.523178808,63.97108277,0.074907591,1.350003816,0.046551856,21.62707307,0.094030752,7.421525481,-41.4050662,50.40023561,2.282526387,2.680495786,1.866324789,281.28,142.56,0,103.5146287,20.70963852,17.26666338,65.5383268,14,856,303.434845,17.0263789,0.0071,0.032429857,13.527468,20,-62.73342125,2.104454,0.960400392,4.52e-14,NA,1.8075835,1.8075835,13.527468,0.221608983,-0.013617293,0.054455631,0.005440818,-0.1768764,0.521734052,0.122355265,0.241367674,0.862335172,0.823707824,0.1551653,2,1,1042.316
"15",806,0.944900352,19,0.175925926,198,1.523076923,57.48304377,0.071318913,0.640485464,0.033709761,17.51052678,0.088437004,6.34493749,-46.88760107,52.7943468,2.23693515,2.749753317,1.84156671,307.8,89.84,0,111.1719212,13.5659982,18.77168992,78.83423308,15,854,274.2041931,6.714628297,0.0028,0.061524053,14.919477,19,-54.55239605,2.448758653,0.903315,4.74e-10,NA,2.0981474,2.0981474,14.919477,0.214511467,-0.008735326,0.038633279,0.003874914,-0.016686172,0.28294104,0.083466372,0.158538722,0.717593671,0.614278348,0.267198719,2,1,1042.316
"16",873,1.049278846,44,0.289473684,235,1.516129032,62.98280937,0.072145257,1.657330899,0.037666611,22.51032685,0.095788625,6.565534035,-48.58540064,42.45111485,2.243984681,2.810148069,1.839126258,227.24,116.16,0.2,119.3399724,22.28731964,22.51520921,74.53744355,16,833,307.3182678,20.14388489,0.0084,0.111682653,12.816133,20,-65.32891425,2.179744495,0.902577949,1.54e-10,NA,2.0057902,1.8484838,12.816133,0.331899672,-0.027107996,0.055087572,0.006061843,-0.416410468,0.952278899,0.143534015,0.269633531,0.952376296,0.925779,0.170087264,2,1,1042.316
"17",812,0.931192661,5,0.030674847,238,1.47826087,59.903913,0.073773292,0.307619669,0.061523934,21.96410846,0.09228617,6.756936919,-39.7151017,44.03462736,2.262609432,2.692094296,1.784123077,321.84,158.64,0,110.9456791,22.85203934,20.40141965,67.69222011,17,873,288.0852661,10.07194245,0.0042,0.101036145,15.778556,18,-56.05366994,2.387290689,0.85399047,4.35e-08,NA,2.1151679,2.0550931,15.778556,0.25789556,-0.015820124,0.021534007,0.002241513,-0.196406868,0.57986342,0.072534439,0.134509982,0.961399172,0.902837801,0.244926546,2,1,1042.316
"18",822,0.992753623,15,0.114503817,290,1.479591837,60.67056644,0.073808475,0.840171944,0.056011463,25.13219662,0.086662747,7.954807513,-47.01344784,46.9897983,2.230629281,2.708498264,1.867178659,268.08,119.8,0.48,145.6949291,28.72478189,30.03851929,86.93162792,18,829,305.3147888,14.62829736,0.0061,0.142000447,17.740646,17,-59.53837782,2.396305341,0.818043987,6.23e-07,NA,2.1991401,2.106998,17.740646,0.213876619,-0.007449603,0.013269293,0.001345078,0.002256058,0.267666912,0.029091286,0.054201279,0.938789352,0.924207024,0.292077156,2,1,1042.316
"19",854,0.941565601,14,0.092105263,34,1.36,62.08121806,0.072694635,0.562686348,0.040191882,2.302453842,0.067719231,7.555108527,-43.71154142,49.12379498,2.231160714,2.885119179,1.872307026,306.44,136.6,0,53.54796185,15.07514105,0.518041136,37.95477966,19,908,302.2053833,0,0,0.155758061,18.601864,18,-49.86105461,2.585344394,0.467940578,0.001743178,NA,2.1953435,2.1953435,18.601864,0.27378215,-0.016530722,0.0118332,0.001164301,-0.225162903,0.652173842,0.051276318,0.097729132,0.990175987,0.957019438,0.248293743,2,1,1042.316
"20",795,0.947556615,10,0.086956522,416,1.475177305,58.34514181,0.073390115,0.591026502,0.05910265,33.93851825,0.081582977,6.928862843,-50.88202829,33.25528267,2.259089897,2.879755278,1.832423173,279.48,105.36,1.8,17.92965613,2.316933347,5.719356609,9.893366174,20,840,289.1185913,22.06235012,0.0092,0.022702547,22.490543,13,-58.33791346,2.499852769,0.545455537,0.003934656,NA,2.4803894,2.4715595,22.490543,0.101846575,0.002719016,0.019520597,0.001710134,0.191977307,-0.125552224,0.032612547,0.068538534,0.716546749,0.770414177,0.229673919,2,1,1042.316
"21",810,0.812437312,36,0.093023256,66,1.434782609,63.89549417,0.078883326,1.545114754,0.042919854,5.174834877,0.078406589,6.113139339,-27.86562163,44.58191312,2.171153318,3.000045748,1.869346264,400.84,348.8,0,19.623714,7.552568678,0.987234263,11.08391106,21,998,471.5917358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21655035,-0.009003302,0.019846104,0.002069037,-0.037333929,0.320022804,0.036594247,0.067217768,0.904466573,0.918919951,0.275478147,2,1,1042.316
"22",835,0.829195631,21,0.087136929,415,1.476868327,68.45731388,0.081984807,0.853000047,0.04061905,39.2946005,0.094685784,5.014427292,-30.76165309,43.82580289,2.205815191,2.704347758,1.928570749,390.48,221.24,2.96,28.98412494,13.97754664,5.707852773,9.298725527,22,1008,442.0631409,6.474820144,0.0027,0.011667188,28.901079,11,-47.19066782,2.666036155,0.954393189,2.44e-07,NA,2.5749114,2.5749114,28.901079,0.221024552,-0.009031507,0.026639991,0.002545406,-0.043697462,0.339627156,0.05819318,0.111558045,0.862914538,0.822511927,0.269755305,2,1,1042.316
"23",813,0.845114345,23,0.085820896,361,1.491735537,64.60770816,0.079468276,1.073826037,0.046688089,33.68094768,0.093299024,4.444115832,-34.84463974,43.77313832,2.167373674,2.47246593,1.991224432,390.76,245.76,1.48,118.6233535,19.34132071,44.76935956,54.51267323,23,963,414.8710022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185318091,-0.00144906,0.022888508,0.002289064,0.135699539,0.068698249,0.045537654,0.086891916,0.166921676,0.238117194,0.343327557,2,1,1042.316
"24",896,0.858237548,40,0.134680135,195,1.511627907,72.51735758,0.080934551,1.749928268,0.043748207,17.82905287,0.09143104,4.025810916,-35.10679735,45.89716485,2.196211783,2.551712702,1.905043871,386.08,263.72,0,45.29820466,5.501464327,8.484146735,31.3125936,24,1045,457.3728638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198779673,-0.003308135,0.007334202,0.000716326,0.095483143,0.137631195,0.00957575,0.018455418,0.91426523,0.96528636,0.33305744,2,1,1042.316
"25",831,1.116935484,36,0.28125,89,1.508474576,57.54786643,0.069251343,1.990839336,0.055301093,7.36354845,0.082736499,6.145567608,-48.91715029,66.78985345,2.298269584,2.652934739,2.027819525,178,98.64,0,92.57558838,13.8208551,1.153255126,77.60147815,25,745,248.0184631,27.8177458,0.0116,0.09448849,23.335201,14,-62.22825921,2.277296929,0.426819414,0.011289321,NA,2.2429395,2.16536,23.335201,0.167968974,-0.001964966,0.001935948,0.000164741,0.103254414,0.08945494,0.00143878,0.003038958,0.986136838,0.99769713,0.290847314,2,1,1042.316
"26",743,0.95134443,14,0.147368421,217,1.48630137,53.25526882,0.071676001,0.525198357,0.037514168,17.56786325,0.080957895,5.03855944,-61.18898768,40.91834394,2.270058047,2.728628635,1.851052869,273.92,80.16,1.72,34.45819307,1.786541747,14.30844411,18.36320721,26,782,267.0429688,29.73621103,0.0124,0.045771771,21.128984,15,-60.45932153,2.338010227,0.002962131,0.847238197,NA,2.3882303,2.2337177,21.128984,0.105626496,0.000606415,0.012262461,0.001086594,0.127537035,-0.031131763,0.021680238,0.043358681,0.13474689,0.204939425,0.22460419,2,1,1042.316
"27",902,0.765704584,21,0.063253012,160,1.523809524,75.91869907,0.084167072,1.202943526,0.057283025,16.33279219,0.102079951,5.116851202,-33.77854502,55.1238243,2.24792843,2.680303431,1.987193364,543.04,312.52,0,155.5330338,27.56555705,11.29407012,116.6734066,27,1179,577.781311,47.9616307,0.02,0.040548867,24.93956,14,-65.10535657,2.1252867,0.827665182,6.4e-06,NA,2.3518059,2.0615616,24.93956,0.21784517,-0.004507081,0.00776296,0.000854372,0.096355487,0.151734455,0.020690556,0.038143539,0.932951023,0.887794073,0.356781056,2,1,1042.316
"28",679,0.826034063,26,0.144444444,178,1.447154472,47.46983259,0.069911388,0.782437962,0.030093768,14.35660367,0.080655077,7.330537279,-35.36653089,44.62973625,2.242939413,3.034244421,1.76131497,340.2,159.44,0,98.8970967,34.76685844,9.224420667,54.90581759,29,823,376.2023315,15.82733813,0.0066,0.075064314,28.049145,10,-52.508929,2.87024957,0.090975167,0.397023807,NA,2.9149384,2.7800303,28.049145,0.156281556,-0.004097598,0.012768152,0.001224756,0.030630863,0.166607942,0.018404815,0.036101998,0.848408331,0.914153932,0.230860681,2,1,1042.316
"29",759,0.941687345,16,0.131147541,188,1.333333333,48.42330782,0.063798825,0.484088778,0.030255549,13.25893338,0.070526241,10.64022979,-38.8871091,55.13672947,2.196164781,2.978239103,1.50743001,261.2,105.72,0.52,63.20037985,4.504657377,16.31470485,42.38101762,30,807,270.2573547,2.398081535,0.001,0.049530522,24.030462,12,-50.53454167,2.863971117,0.852700203,1.82e-05,NA,2.7705486,2.7352841,24.030462,0.139728591,-0.004818912,0.018348618,0.001595169,-0.014659022,0.20991337,0.035333939,0.07344671,0.820242368,0.803311682,0.173294172,2,1,1042.316
"30",868,1.068965517,12,0.133333333,131,1.488636364,56.91531952,0.065570645,0.424525915,0.03537716,11.24479636,0.08583814,9.147781468,-48.60947049,65.98454302,2.313120292,2.856843769,1.788778399,211.36,78.6,0,117.5556097,9.901430607,10.22636652,97.42781257,31,813,248.5924683,16.78657074,0.007,0.100942259,11.277795,19,-65.51106816,2.253077158,0.923466993,6.43e-11,NA,2.0431368,1.9477736,11.277795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1042.316
"31",800,1.048492792,29,0.266055046,292,1.561497326,56.69486663,0.070868583,1.691519076,0.058328244,24.16451491,0.082755188,7.585780568,-56.76117713,43.15207591,2.266556739,2.804267455,1.90216335,219.88,83.8,0.12,87.17055155,12.48094742,19.08510022,55.60450391,32,764,275.6711121,12.47002398,0.0052,0.085199837,16.658628,17,-62.43569712,2.328864382,0.921377243,1.09e-09,NA,2.0357218,2.0357218,16.658628,0.211925006,-0.011819728,0.032894603,0.003080509,-0.146692238,0.471221441,0.085507197,0.168191137,0.880397829,0.796944708,0.195709703,2,1,1042.316
"32",884,1.06122449,35,0.265151515,309,1.5,65.05493229,0.073591552,1.543483676,0.044099534,27.30735469,0.088373316,7.994265465,-40.933091,38.88852625,2.236929346,2.838996295,1.770195078,230.72,103.12,0.6,91.51947068,8.740558908,23.14059331,59.63831846,33,834,263.4121094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.143919565,-0.000684658,0.013672272,0.001372405,0.126328427,0.021025246,0.027172322,0.050537452,0.110666726,0.079648774,0.275273839,2,1,1042.316
"33",843,1.057716437,19,0.180952381,162,1.5,56.6411083,0.067189927,1.052804463,0.055410761,13.35548228,0.082441249,6.324882557,-42.28624598,56.21459127,2.261925157,2.651305709,1.806951549,223.16,90.2,0.04,93.41250847,11.26515953,14.29395041,67.85339853,34,798,259.0107422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16256172,-0.001260711,0.012200192,0.001107041,0.121674763,0.05498169,0.019188407,0.037506957,0.301820882,0.417349213,0.334406357,2,1,1042.316
"34",817,1.073587385,43,0.370689655,226,1.477124183,56.52912104,0.069191091,1.999370962,0.046496999,18.29232672,0.080939499,8.087725947,-51.29716292,51.60404241,2.231118,2.702900243,1.81305504,204.32,77.8,0.08,100.8998463,15.28304241,22.03728527,63.57951862,35,762,255.7302399,17.0263789,0.0071,0.051474367,26.421221,12,-57.03041717,2.537561983,0.100847289,0.314488457,NA,2.4484549,2.4484549,26.421221,0.259180678,-0.015114971,0.052842333,0.005077988,-0.151716977,0.507081458,0.11702085,0.225072564,0.815837136,0.717349177,0.238924572,2,1,1042.316
"35",812,1.045045045,8,0.098765432,154,1.480769231,55.69336965,0.068587894,0.33549856,0.04193732,13.34018501,0.086624578,8.59360925,-56.44979019,62.07750253,2.263705384,2.85019513,1.789083422,205.04,73.04,0,102.142298,8.763592824,14.81524568,78.5634595,36,778,260.552063,13.18944844,0.0055,0.023232825,16.836349,16,-57.799097,2.551791863,0.946497703,2.69e-10,NA,2.4082034,2.4082034,16.836349,0.160993322,-0.003678034,0.020032916,0.001869139,0.05554309,0.133138217,0.042309422,0.0813999,0.659407307,0.572211646,0.249419699,2,1,1042.316
"36",811,1.030495553,15,0.166666667,232,1.536423841,56.88518212,0.070142025,0.5561627,0.037077513,20.37744498,0.087833815,10.27947477,-57.68703881,58.28221362,2.317240459,2.898902402,1.838164099,231.12,77.56,0,105.186475,12.09375413,19.86431602,73.22840485,37,788,268.9331055,10.3117506,0.0043,0.060936694,16.243631,16,-58.45752863,2.571305131,0.848133649,4.19e-07,NA,2.3739965,2.3739965,16.243631,0.200970509,-0.008669739,0.048620431,0.004394218,-0.05958616,0.342710318,0.101990346,0.208157232,0.660595971,0.575428964,0.220303338,2,1,1042.316
"37",692,0.761276128,11,0.108910891,208,1.434482759,47.98769968,0.069346387,0.587596148,0.053417832,17.44784406,0.083883866,8.935391881,-45.39762243,49.34394463,2.083249002,2.85536901,1.640834639,402.44,90.72,0,109.4732626,12.94462335,16.88814905,79.6404902,38,910,345.6583862,16.06714628,0.0067,0.049064622,14.52348,19,-56.16698421,2.346278442,0.81598779,1.18e-07,NA,2.1719778,2.1719778,14.52348,0.119182966,-0.003199679,0.000298777,2.89e-05,0.026594612,0.119255044,0.003623811,0.007087894,0.999918358,0.996479945,0.151404935,2,1,1042.316
"38",749,0.971465629,13,0.109243697,132,1.517241379,50.55988702,0.067503187,0.352911161,0.027147012,10.80308676,0.081841566,9.586155874,-45.79082763,58.52025796,2.267970939,2.972828432,1.808617872,245.52,105.12,0,98.68228002,17.62702734,10.37263237,70.68262031,39,772,260.689209,2.637889688,0.0011,0.068839873,21.841515,14,-49.05237071,2.709686264,0.815402212,9.73e-06,NA,2.5483518,2.5483518,21.841515,0.235338419,-0.013783015,0.001004827,0.000111339,-0.145881354,0.484678688,0.014541856,0.027095107,0.999934751,0.996884565,0.200218498,2,1,1042.316
"39",786,1.028795812,15,0.192307692,174,1.45,53.92991474,0.068613123,0.611034371,0.040735625,15.27143644,0.087766876,9.555176541,-58.64502767,58.96708086,2.265405595,2.876769557,1.800706837,213.44,62.88,0.16,84.22401161,11.84227366,9.910321131,62.47141682,40,765,276.0384521,13.42925659,0.0056,0.077492482,14.465902,16,-62.35155881,2.542416688,0.412550104,0.007297926,NA,2.3837335,2.3837335,14.465902,0.112786539,0.000182979,0.006018975,0.000651978,0.116749256,-0.004336046,0.012396345,0.022816108,0.037890417,0.017737893,0.228875125,2,1,1042.316
"40",802,1.038860104,16,0.152380952,265,1.514285714,55.16470292,0.068783919,0.786487743,0.049155484,22.18847702,0.083730102,10.54017794,-55.5173305,56.62457166,2.2519884,2.891295347,1.873316674,219.52,89.36,0,101.0240075,9.850926995,17.79815965,73.37492086,41,773,300.6332092,13.42925659,0.0056,0.054703066,16.370316,16,-56.91384931,2.5566508,0.467902337,0.00347463,NA,2.4304788,2.4304788,16.370316,0.220789001,-0.008365094,0.014761039,0.001325634,-0.039124964,0.3478715,0.036745791,0.075117654,0.952175268,0.914698926,0.263067013,2,1,1042.316
"41",785,0.991161616,27,0.252336449,260,1.56626506,57.13923285,0.072788832,1.163248003,0.043083259,23.05889796,0.088688069,8.267356518,-58.90614885,47.38685368,2.270123755,2.74964098,1.893330412,243.88,82.72,0,13.32793446,1.931003624,2.857358722,8.539572114,42,793,285.8707275,18.94484412,0.0079,0.035603367,24.981121,13,-57.83122092,2.429335038,0.711955967,0.000288047,NA,2.3258157,2.3258157,24.981121,0.22902332,-0.009012977,0.019114671,0.002031863,-0.02970734,0.333483435,0.027961542,0.052636535,0.907734172,0.952538799,0.295447638,2,1,1042.316
"42",862,0.758802817,17,0.045945946,228,1.443037975,65.62222465,0.076127871,0.91061412,0.053565536,22.98938252,0.100830625,9.50907303,-32.05866643,58.70250947,2.056587553,2.668857508,1.847638569,491.96,354.08,0.04,24.61078185,6.832529053,6.344312043,11.43394075,43,1137,544.6436768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191407278,-0.002711334,0.00121413,0.000109267,0.110644865,0.104905049,0.005145601,0.010334416,0.996762336,0.980960283,0.324981953,2,1,1042.316
"43",772,0.868391451,13,0.075144509,224,1.513513514,57.048011,0.073896387,0.604424655,0.046494204,20.23829291,0.090349522,5.850311895,-39.43446472,46.57094559,2.186734548,2.645328866,1.827166371,360.4,159.32,0,90.78235069,14.86348703,8.307507895,67.61135577,44,890,294.9478455,29.97601918,0.0125,0.020410362,19.361797,17,-60.57384629,2.130883218,0.824185169,4.8e-07,NA,2.1258483,2.0838981,19.361797,0.204205667,-0.006592577,0.010464494,0.001097228,0.009651698,0.252205721,0.013725427,0.025554693,0.94750767,0.97987971,0.290107736,2,1,1042.316
"44",777,0.997432606,22,0.196428571,252,1.508982036,53.86615993,0.069325817,1.008346032,0.045833911,19.74969956,0.078371824,8.020887288,-52.73556047,46.50984682,2.25397804,2.746258791,1.872434277,247.84,92.68,0.68,61.83441806,5.550459459,17.04756545,39.23639315,46,780,272.7500916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176283158,-0.001743445,0.013122916,0.001355491,0.128975873,0.058589995,0.02999225,0.055506306,0.452704465,0.357780018,0.320944257,2,1,1042.316
"45",811,0.972422062,29,0.25,206,1.572519084,58.12178487,0.071666812,1.407499656,0.048534471,18.899585,0.091745558,7.077648814,-47.64568539,41.7043842,2.314716682,2.8688264,1.936000086,278.68,93.52,1.16,65.60960315,15.70868082,16.90019211,33.00073022,47,835,297.91745,11.75059952,0.0049,0.016126213,24.035421,13,-54.74845431,2.572247062,0.95321957,1.16e-08,NA,2.4481845,2.4481845,24.035421,0.25754372,-0.015362635,0.020827641,0.002417341,-0.151903308,0.51164671,0.062938861,0.114687133,0.975838576,0.952159184,0.225803243,2,1,1042.316
"46",868,0.836223507,16,0.078817734,248,1.540372671,61.36977741,0.070702509,1.036143929,0.064758996,22.92184455,0.092426793,3.729980364,-38.48613909,45.55203197,2.083794792,2.458310562,1.90553225,392.04,189.84,0,98.2187963,31.14016471,3.067175419,64.01145617,49,1039,432.6180725,47.9616307,0.02,0.065779349,27.687395,13,-61.36361423,2.100323554,0.934710507,7.33e-08,NA,2.3428597,1.9831696,27.687395,0.208307776,-0.003833801,0.006059889,0.000550533,0.097073549,0.141301848,0.009964921,0.019514058,0.941741297,0.945880114,0.377001593,2,1,1042.316
"47",931,0.757526444,20,0.055710306,517,1.401084011,67.90626204,0.072939057,0.935873065,0.046793653,47.01519798,0.090938487,9.311100539,-32.30721856,56.71629041,2.071595123,2.640158546,1.716686672,517.4,342.48,1.52,64.93785128,11.3294884,11.95033166,41.65803122,50,1230,529.0568237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246470874,-0.007480872,0.011011677,0.00109341,0.031040113,0.276117493,0.027724766,0.053076105,0.939771066,0.900212419,0.39165704,2,1,1042.316
"48",871,0.781867145,23,0.107476636,470,1.477987421,64.35888312,0.073890796,1.469087433,0.063873367,43.18847828,0.091890379,7.416608871,-40.62153753,54.40654795,2.098443796,2.544944618,1.853684015,475.48,196.64,1.12,100.2548676,11.33831107,31.08600115,57.83055538,51,1115,495.6771545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.207486209,-0.005443867,0.012528466,0.001408346,0.055849924,0.192732204,0.020304257,0.037246347,0.881947269,0.930496967,0.321469354,2,1,1042.316
